Municipality,School,Organisation number,School year,Grade,Measure type,Measure,Value,Uncertainty ±,Suppressed,Source URL
Sola,Dysjaland skule,975275566,2022-23,5,Survey,trivsel,4.6,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,motivasjon,4.1,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,mestring,3.8,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,stotteFraLarerne,4.7,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,vurderingForLaring,4.3,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,laringskultur,4.1,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,fagligUtfordring,4,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,elevdemokrati,3.9,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,fellesRegler,4.7,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2025-26,10,Survey,Bullying percent,11.5,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2025-26,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2024-25,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2024-25,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2023-24,10,Survey,Bullying percent,14.3,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2023-24,9,Survey,Bullying percent,23.7,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2023-24,8,Survey,Bullying percent,13.6,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2023-24,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2023-24,6,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2023-24,5,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,9,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,6,Survey,Bullying percent,26.1,,False,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Dysjaland skule,975275566,2022-23,5,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275566/dysjaland-skule
Sola,Grannes skole,975275582,2022-23,5,National test,lesing,53,3.5,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,5,National test,regning,53,3.8,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,5,National test,engelsk,49,4.5,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,5,National test,lesing,52,3.1,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,5,National test,regning,53,3.6,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,5,National test,engelsk,53,3.6,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,5,National test,lesing,50,3.4,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,5,National test,regning,51,2.9,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,5,National test,engelsk,52,2.8,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,5,National test,lesing,49,3.5,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,5,National test,regning,50,2.8,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,5,National test,engelsk,53,2.8,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,,Teacher ratio,Teacher ratio,14.98,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,,Teacher ratio,Teacher ratio,10.05,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,,Teacher ratio,Teacher ratio,15.09,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,,Teacher ratio,Teacher ratio,14.01,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,motivasjon,3.7,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,mestring,4.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,stotteFraLarerne,4.6,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,vurderingForLaring,4.1,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,laringskultur,4.3,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,elevdemokrati,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,trivsel,4.5,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,motivasjon,3.8,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,mestring,4.1,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,stotteFraLarerne,4.7,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,vurderingForLaring,3.9,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,elevdemokrati,4.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,fellesRegler,4.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,trivsel,3.6,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,motivasjon,3.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,vurderingForLaring,3.3,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,fagligUtfordring,3.6,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,stotteHjemmefra,4.1,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,motivasjon,3.6,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,stotteFraLarerne,4.6,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,fagligUtfordring,3.5,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,stotteHjemmefra,4.1,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,elevdemokrati,3.8,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,fellesRegler,4.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,mestring,4.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,stotteFraLarerne,4.3,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,vurderingForLaring,3.6,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,motivasjon,3.8,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,vurderingForLaring,3.8,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,fagligUtfordring,4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,stotteHjemmefra,4.1,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,fellesRegler,4.4,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2025-26,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2024-25,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,7,Survey,Bullying percent,23.3,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2023-24,6,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Grannes skole,975275582,2022-23,6,Survey,Bullying percent,15.6,,False,https://skoleoversikten.no/skoler/975275582/grannes-skole
Sola,Haga skole,975275574,2022-23,5,National test,lesing,51,2.7,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2022-23,5,National test,regning,49,2.9,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2022-23,5,National test,engelsk,52,3,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2023-24,5,National test,lesing,47,2.2,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2023-24,5,National test,regning,47,2.3,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2023-24,5,National test,engelsk,51,2.3,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,5,National test,lesing,51,3.1,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,5,National test,regning,52,3.1,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,5,National test,engelsk,52,2.9,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,5,National test,lesing,46,2.3,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,5,National test,regning,45,2.7,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,5,National test,engelsk,48,2.7,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,,Teacher ratio,Teacher ratio,17.88,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2023-24,,Teacher ratio,Teacher ratio,15.74,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2022-23,,Teacher ratio,Teacher ratio,16.51,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,,Teacher ratio,Teacher ratio,16.55,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,stotteFraLarerne,4.3,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,laringskultur,3.5,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,stotteHjemmefra,4.5,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2025-26,7,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,fagligUtfordring,4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,elevdemokrati,3.9,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2024-25,7,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
Sola,Haga skole,975275574,2023-24,7,Survey,trivsel,4.4,,False,https://skoleoversikten.no/skoler/975275574/haga-skole
